instrument,harmo1,harmo2,harmo3
oboe,14.387,13.838,5.215
oboe,-0.223,9.777,-11.282
oboe,14.513,13.197,7.918
oboe,11.899,18.401,11.272
flute,-16.188,-17.023,-21.397
flute,-17.738,-15.898,-23.614
oboe,5.512,11.737,8.813
flute,-16.822,-18.065,-18.635
trumpet,-4.641,-18.807,-25.247
trumpet,-4.686,-18.69,-25.628
oboe,7.415,13.562,18.156
oboe,7.187,8.397,3.932
oboe,17.417,21.707,12.813
trumpet,-5.778,-25.142,-18.63
oboe,4.96,12.406,3.751
oboe,12.22,11.335,5.026
oboe,5.161,9.873,-0.937
oboe,-7.092,10.619,3.403
oboe,14.697,12.993,8.769
flute,-15.998,-14.129,-21.315
flute,-17.864,-19.215,-22.97
oboe,7.349,11.837,17.703
flute,-17.316,-16.127,-25.07
trumpet,-3.96,-23.772,-20.494
oboe,13.831,22.187,12.391
oboe,14.209,13.344,6.184
oboe,8.474,10.716,11.09
trumpet,-4.955,-24.568,-16.947
oboe,9.931,9.434,4.704
oboe,7.998,5.83,12.778
trumpet,-8.169,-16.9,-18.292
trumpet,-10.604,-23.101,-18.207
trumpet,-5.996,-18.407,-16.879
trumpet,-6.005,-22.742,-20.838
flute,-16.306,-12.533,-23.878
trumpet,-4.332,-13.233,-19.025
trumpet,-8.686,-3.421,-18.336
trumpet,-14.803,-15.519,-24.595
oboe,13.596,13.825,6.594
trumpet,-10.015,-20.592,-25.118
oboe,5.431,9.318,-2.031
oboe,7.049,11.2,14.362
flute,-21.667,-13.462,-20.371
oboe,7.45,2.637,12.498
trumpet,-7.893,-22.56,-22.676
oboe,14.114,10.916,5.227
oboe,6.734,12.813,18.236
oboe,14.102,16.764,10.706
flute,-15.526,-17.751,-21.257
trumpet,-3.338,-13.213,-19.193
oboe,14.125,11.853,6.572
flute,-19.33,-24.099,-21.481
oboe,-0.146,8.411,4.382
trumpet,-7.031,-17.693,-17.416
flute,-19.677,-21.564,-24.352
oboe,7.75,2.928,6.288
flute,-21.229,-14.076,-25.939
trumpet,-11.01,-14.876,-21.142
oboe,4.396,7.85,15.476
oboe,6.966,11.463,10.423
trumpet,-10.609,-20.26,-25.496
trumpet,-4.312,-21.869,-22.119
flute,-23.519,-20.25,-24.766
trumpet,-5.509,-24.942,-22.412
oboe,7.664,10.484,12.032
oboe,18.468,23.526,14.316
flute,-17.38,-17.207,-23.21
oboe,14.303,16.764,9.594
oboe,-5.984,10.781,1.805
trumpet,-5.486,-19.211,-15.217
trumpet,-8.085,-10.024,-18.983
oboe,14.394,17.719,12.34
trumpet,-4.416,-17.545,-18.756
oboe,-6.449,2.819,13.798
oboe,12.757,10.813,0.807
oboe,12.498,15.036,20.737
trumpet,-6.805,-20.877,-24.601
trumpet,-5.548,-19.3,-14.933
oboe,7.214,10.075,13.687
oboe,14.255,14.105,5.218
oboe,7.346,8.46,2.68
oboe,-2.245,10.329,2.817
oboe,7.199,10.912,15.759
oboe,6.753,8.916,-4.179
oboe,4.802,17.249,17.087
oboe,13.668,18.75,9.751
flute,-18.98,-23.811,-22.182
oboe,9.173,11.144,12.14
oboe,-1.474,6.432,5.496
flute,-22.065,-18.755,-24.58
oboe,7.68,9.712,12.505
oboe,13.088,11.388,3.762
oboe,10.961,9.394,6.502
oboe,10.585,9.626,4.362
oboe,8.685,6.313,9.232
flute,-13.63,-13.923,-23.73
trumpet,-5.546,-20.732,-21.45
flute,-18.62,-19.123,-25.072
flute,-16.716,-15.312,-20.505
oboe,6.142,10.608,14.933
flute,-19.36,-14.613,-25.226
trumpet,-6.339,-17.047,-18.175
oboe,14.467,14.098,6.686
trumpet,-6.453,-24.485,-20.685
oboe,9.294,9.506,3.832
trumpet,-9.648,-15.803,-21.486
trumpet,-3.304,-17.875,-19.589
oboe,10.446,16.118,19.779
oboe,-2.219,4.238,7.937
oboe,12.693,9.836,5.805
oboe,14.374,11.755,5.292
oboe,11.577,12.626,10.452
oboe,12.253,10.036,7.804
trumpet,-4.837,-21.239,-23.176
oboe,6.773,14.64,16.99
trumpet,-6.043,-5.442,-21.403
oboe,7.369,5.926,13.319
oboe,6.792,14.199,16.819
oboe,6.258,14.449,17.593
trumpet,-4.776,-22.25,-20.803
oboe,-4.322,6.312,4.505
oboe,7.519,10.263,13.039
oboe,6.904,12.274,16.669
oboe,7.918,10.922,8.578
oboe,13.081,10.88,0.35
oboe,6.443,13.22,16.545
trumpet,-8.484,-18.586,-23.963
flute,-17.036,-23.013,-24.213
flute,-15.966,-17.26,-18.734
oboe,12.663,15.128,10.887
oboe,12.463,17.094,12.921
trumpet,-6.023,-25.897,-24.37
flute,-21.856,-18.185,-24.3
flute,-17.341,-21.68,-25.269
oboe,13.138,11.149,2.875
oboe,10.806,10.876,10.822
oboe,12.288,10.564,5.115
flute,-16.71,-21.153,-21.232
oboe,6.733,12.717,17.445
oboe,13.146,17.816,8.72
trumpet,-5.74,-15.146,-20.564
flute,-20.792,-16.444,-25.766
oboe,6.582,9.904,14.301
flute,-15.621,-25.315,-24.282
oboe,5.919,11.733,15.963
oboe,12.081,10.861,6.217
oboe,11.313,9.534,6.747
oboe,1.352,8.17,1.128
oboe,8.689,8.929,-3.495
oboe,12.028,11.397,7.961
flute,-22.376,-24.42,-24.431
oboe,6.45,9.412,1.477
oboe,7.086,11.986,16.324
oboe,6.364,12.137,12.254
trumpet,-3.814,-19.243,-23.569
oboe,6.911,10.204,13.7
flute,-20.801,-17.005,-20.178
oboe,8.113,8.773,12.186
oboe,0.265,9.562,-12.493
trumpet,-6.281,-24.807,-22.376
trumpet,-5.754,-11.441,-13.992
oboe,-0.777,2.298,15.432
trumpet,-6.087,-16.384,-12.959
oboe,2.231,8.784,-7.468
oboe,8.959,10.77,11.094
oboe,7.575,11.05,13.429
trumpet,-5.316,-16.384,-22.222
oboe,5.397,12.188,7.82
flute,-22.006,-13.601,-20.551
oboe,6.516,12.225,18.25
oboe,14.216,15.128,8.293
oboe,2.11,7.19,5.254
oboe,9.338,13.563,19.057
flute,-14.588,-14.497,-15.997
oboe,2.946,8.787,-16.404
oboe,-2.887,8.169,-7.849
oboe,12.923,11.568,3.004
flute,-17.397,-13.697,-23.416
trumpet,-4.889,-24.685,-18.796
oboe,14.072,14.702,7.2
oboe,7.108,10.435,14.254
trumpet,-6.614,-20.055,-19.551
trumpet,-5.765,-18.077,-25.997
oboe,14.544,17.593,12.302
oboe,-2.314,10.946,-6.287
flute,-22.967,-19.71,-24.343
oboe,6.555,10.577,14.434
oboe,4.431,11.83,6.447
trumpet,-3.721,-16.516,-20.166
trumpet,-3.793,-12.792,-19.933
oboe,8.393,8.278,10.086
flute,-18.193,-18.608,-24.126
oboe,2.969,6.201,14.778
trumpet,-7.137,-21.698,-21.815
trumpet,-7.631,-15.758,-17.905
oboe,4.602,17.364,17.691
oboe,6.642,10.379,14.06
trumpet,-3.812,-19.883,-19.965
oboe,2.603,7.751,5.419
oboe,11.485,10.413,5.377
oboe,4.017,8.895,-16.907
flute,-22.716,-16.268,-22.278
oboe,7.188,11.14,15.116
oboe,7.66,10.928,16.168
oboe,14.284,16.241,10.495
oboe,-3.664,8.689,-3.565
oboe,12.443,19.933,12.437
oboe,6.397,12.408,15.041
oboe,7.024,13.199,18.603
flute,-15.745,-18.287,-22.212
flute,-17.958,-16.833,-25.932
trumpet,-8.137,-3.892,-21.858
oboe,7.376,12.871,19.322
flute,-18.549,-16.893,-24.71
trumpet,-4.576,-19.874,-19.655
flute,-16.742,-14.259,-25.531
oboe,14.082,13.292,3.861
oboe,5.572,11.525,16.757
oboe,7.173,12.749,17.781
oboe,7.397,5.959,12.759
flute,-19.793,-18.827,-23.595
oboe,4.335,12.347,7.71
oboe,9.029,2.317,5.603
oboe,7.976,5.517,17.769
flute,-24.122,-12.396,-22.545
flute,-20.045,-21.217,-25.791
oboe,4.473,15.747,16.996
oboe,-3.043,8.037,-5.798
oboe,6.149,-0.633,14.106
flute,-18.279,-17.394,-19.689
oboe,6.672,12.309,10.494
oboe,-2.184,8.978,-7.071
oboe,14.124,12.618,7.422
oboe,7.823,10.002,12.142
oboe,7.193,14.511,16.762
flute,-21.588,-19.659,-22.741
oboe,13.418,13.912,9.638
oboe,7.094,12.152,17.622
oboe,7.016,10.627,11.801
oboe,8.735,10.883,12.522
oboe,12.443,12.037,9.301
trumpet,-5.907,-17.893,-24.268
oboe,13.352,10.675,5.859
flute,-16.927,-23.758,-20.436
trumpet,-3.735,-19.727,-23.087
oboe,4.931,9.143,-12.266
trumpet,-6.934,-20.041,-16.314
flute,-16.479,-13.371,-24.773
trumpet,-6.357,-13.597,-24.807
oboe,14.213,11.081,4.242
trumpet,-6.362,-22.643,-18.522
oboe,5.786,10.757,12.299
trumpet,-3.503,-18.196,-22.607
oboe,13.657,11.109,0.802
oboe,13.361,22.741,10.542
flute,-21.726,-14.129,-25.783
trumpet,-4.973,-25.489,-22.042
flute,-17.388,-17.663,-24.913
flute,-22.796,-17.871,-22.161
flute,-18.21,-13.881,-25.983
flute,-16.872,-13.472,-23.154
flute,-16.132,-21.351,-20.016
trumpet,-10.757,-17.439,-24.405
trumpet,-13.6,-22.131,-23.56
oboe,5.091,9.907,-3.702
oboe,-1.523,11.006,-3.602
oboe,12.084,11.302,5.573
trumpet,-4.315,-21.555,-20.307
oboe,7.536,11.215,11.063
oboe,1.546,8.57,-7.455
flute,-16.098,-14.534,-24.914
oboe,2.759,9.112,-12.781
oboe,14.234,13.659,22.31
oboe,10.309,15.285,19.665
flute,-18.169,-21.085,-20.26
trumpet,-5.8,-25.682,-20.101
oboe,5.537,8.259,-7.565
oboe,11.8,10.899,9.065
oboe,3.125,-0.918,15.362
oboe,7.293,9.688,12.789
oboe,7.219,11.431,10.118
oboe,-5.12,6.236,4.952
oboe,6.479,9.515,14.072
oboe,5.765,11.849,8.826
oboe,16.437,10.226,23.871
oboe,6.821,12.522,17.345
oboe,10.61,11.953,11.14
oboe,6.351,12.637,18.562
oboe,7.268,4.819,12.597
oboe,7.013,11.303,11.31
oboe,9.413,9.182,3.569
trumpet,-3.65,-15.446,-19.992
oboe,12.088,11.755,9.48
trumpet,-5.828,-18.385,-19.38
oboe,7.689,6.625,13.143
oboe,11.951,10.996,5.972
oboe,8.868,9.605,0.645
flute,-20.721,-18.987,-24.998
trumpet,-5.284,-15.411,-23.138
flute,-16.755,-18.868,-23.967
oboe,6.988,9.613,14.19
flute,-16.242,-15.777,-22.32
oboe,12.761,12.088,9.234
oboe,7.212,13.064,9.309
oboe,12.566,14.963,10.771
oboe,7.154,6.377,13.209
trumpet,-6.261,-18.458,-19.359
trumpet,-5.864,-24.647,-19.791
oboe,9.309,3.171,6.955
trumpet,-5.041,-20.358,-22.417
trumpet,-5.39,-18.166,-21.838
oboe,7.065,12.745,13.971
oboe,6.616,11.815,10.063
oboe,12.348,17.971,12.73
oboe,2.205,9.475,-1.668
oboe,2.138,12.345,3.42
oboe,-0.422,11.353,2.961
trumpet,-3.357,-16.698,-17.074
flute,-18.946,-21.154,-22.36
oboe,7.077,13.103,17.631
oboe,7.231,6.969,14.357
oboe,-2.604,7.282,11.421
flute,-16.099,-24.107,-23.267
oboe,6.621,11.365,17.844
oboe,8.02,11.551,11.35
oboe,11.149,10.115,7.816
oboe,-3.842,3.488,8.373
trumpet,-8.23,-11.541,-24.974
trumpet,-5.933,-25.096,-14.845
trumpet,-5.747,-20.55,-22.924
trumpet,-7.142,-18.872,-17.024
oboe,0.901,12.082,-6.781
trumpet,-5.404,-19.824,-24.027
oboe,6.915,5.779,13.46
oboe,4.134,11.552,5.132
oboe,3.726,0.374,15.856
oboe,14.692,14.989,6.863
oboe,13.95,12.192,6.521
oboe,14.284,15.498,8.842
trumpet,-4.027,-22.395,-20.64
flute,-20.516,-15.724,-24.299
oboe,14.968,21.086,11.091
flute,-20.514,-19.824,-20.951
oboe,7.107,12.691,16.656
oboe,7.652,13.244,18.363
trumpet,-10.588,-18.49,-19.015
trumpet,-9.968,-10.197,-19.439
oboe,7.923,12.697,9.915
flute,-15.97,-18.641,-24.206
oboe,5.87,10.561,14.832
oboe,10.38,14.748,20.001
oboe,1.308,9.174,-14.602
oboe,8.753,4.541,8.086
oboe,8.497,9.353,4.061
oboe,12.169,11.515,10.161
oboe,12.275,16.709,12.819
oboe,12.904,12.501,8.634
oboe,4.559,16.983,17.707
oboe,12.485,11.333,4.036
oboe,11.443,9.1,4.094
oboe,10.508,8.546,6.413
oboe,3.715,12.072,5.89
flute,-23.153,-19.446,-25.805
oboe,-6.144,7.353,1.338
oboe,6.16,12.696,15.764
trumpet,-7.494,-22.685,-25.656
trumpet,-10.698,-17.062,-24.134
trumpet,-9.246,-17.819,-17.979
oboe,14.205,12.345,6.054
flute,-17.339,-15.659,-23.65
oboe,4.915,11.048,6.225
trumpet,-6.695,-22.32,-23.649
trumpet,-5.099,-23.813,-22.318
trumpet,-5.339,-24.044,-19.808
trumpet,-5.669,-23.084,-21.076
oboe,2.38,9.389,-6.72
trumpet,-7.464,-18.887,-21.19
oboe,2.087,7.609,8.339
oboe,4.343,10.112,-2.503
oboe,1.563,11.539,3.938
oboe,10.055,10.269,10.78
trumpet,-6.12,-15.6,-14.938
flute,-23.51,-20.154,-25.65
trumpet,-5.073,-19.856,-18.004
flute,-16.453,-15.307,-21.929
trumpet,-6.331,-23.365,-25.36
trumpet,-8.888,-18.013,-18.315
oboe,7.405,10.134,13.055
oboe,13.24,12.265,3.239
flute,-25.081,-17.444,-25.702
oboe,12.272,10.132,1.994
trumpet,-6.346,-17.56,-24.12
trumpet,-12.33,-14.344,-23.209
oboe,11.844,9.577,4.424
flute,-20.123,-22.387,-24.452
oboe,7.262,10.812,11.84
trumpet,-10.511,-15.744,-21.419
flute,-17.115,-17.624,-24.017
oboe,11.554,9.984,6.504
oboe,5.562,9.052,3.276
oboe,-2.682,8.828,-8.856
oboe,12.504,10.841,4.044
oboe,7.142,7.239,14.701
oboe,1.817,0.736,15.945
oboe,5.392,9.65,1.537
trumpet,-5.005,-18.296,-17.796
trumpet,-2.543,-17.027,-17.955
oboe,5.937,9.803,15.155
oboe,6.953,11.109,14.284
oboe,12.327,16.658,12.631
oboe,3.066,7.714,5.412
flute,-22.533,-20.844,-25.683
trumpet,-6.913,-22.511,-24.482
trumpet,-6.127,-21.672,-19.759
trumpet,-3.666,-20.239,-18.715
oboe,13.129,18.811,10.226
oboe,1.417,4.851,10.98
oboe,6.421,11.827,9.814
trumpet,-4.547,-24.177,-21.262
trumpet,-3.679,-22.482,-18.177
trumpet,-5.149,-21.995,-16.69
oboe,1.248,7.091,4.027
oboe,8.933,3.362,6.448
oboe,7.54,11.598,13.584
flute,-18.307,-19.603,-24.233
oboe,6.619,9.15,14.985
trumpet,-3.733,-15.744,-19.18
trumpet,-5.467,-17.087,-21.418
trumpet,-10.884,-8.207,-19.89
oboe,10.112,10.426,11.656
oboe,6.75,12.739,17.818
trumpet,-9.192,-15.783,-20.026
oboe,4.6,9.145,-7.558
trumpet,-10.798,-16.81,-19.889
oboe,8.519,3.76,8.854
trumpet,-10.271,-20.435,-24.267
trumpet,-4.197,-18.733,-21.872
oboe,11.145,8.827,4.175
oboe,9.3,9.104,3.514
oboe,6.75,10.774,12.656
oboe,9.342,9.328,5.318
oboe,4.927,9.457,14.847
flute,-19.224,-19.317,-22.594
trumpet,-5.695,-20.954,-14.097
oboe,19.251,25.272,14.035
oboe,10.461,14.946,19.462
oboe,-0.579,7.208,3.33
oboe,-3.49,8.262,1.928
trumpet,-3.938,-17.262,-22.142
oboe,14.009,23.132,10.302
trumpet,-2.93,-14.222,-18.69
oboe,4.157,12.179,7.042
oboe,7.42,4.267,11.504
oboe,14.131,17.951,12.094
oboe,6.484,11.172,14.593
trumpet,-8.853,-15.82,-18.687
oboe,8.883,0.562,6.589
oboe,13.6,18.08,12.042
oboe,-3.888,6.926,-2.773
oboe,12.584,12.346,8.769
oboe,12.454,21.449,11.586
oboe,13.469,12.382,3.522
oboe,4.637,12.534,7.859
flute,-20.746,-17.187,-24.778
flute,-22.778,-15.504,-23.983
oboe,12.299,10.933,5.341
oboe,6.246,10.267,14.822
oboe,12.918,11.852,5.172
oboe,6.668,10.926,12.583
trumpet,-10.211,-19.272,-17.483
oboe,6.508,11.768,16.125
oboe,13.747,13.343,7.985
oboe,13.66,13.455,4.941
oboe,6.197,14.507,17.692
oboe,13.643,23.01,10.077
oboe,-4.01,7.936,0.637
oboe,10.446,15.534,20.208
trumpet,-9.714,-9.935,-18.148
oboe,14.524,17.943,12.384
oboe,12.206,11.676,9.655
oboe,-3.119,8.438,-1.114
oboe,10.482,9.718,5.269
trumpet,-4.351,-21.417,-21.824
oboe,6.14,1.163,14.647
trumpet,-5.748,-18.095,-17.238
oboe,10.689,10.079,7.035
trumpet,-9.781,-3.67,-19.872
oboe,5.137,8.94,-4.157
oboe,14.119,13.215,6.376
trumpet,-7.458,-4.16,-20.627
oboe,14.692,17.9,11.928
flute,-18.861,-21.469,-21.344
trumpet,-14.51,-15.701,-21.705
oboe,9.433,14.42,19.895
oboe,8.679,13.945,19.097
oboe,6.927,10.006,14.341
oboe,11.997,18.067,11.211
oboe,12.208,19.76,12.334
trumpet,-7.127,-23.11,-23.825
oboe,6.725,9.919,14.352
oboe,13.528,12.603,4.697
oboe,7.259,10.727,9.741
oboe,6.347,13.093,8.181
oboe,5.679,12.826,7.266
trumpet,-5.312,-7.042,-25.109
oboe,7.942,10.822,12.197
trumpet,-11.227,-16.401,-22.258
trumpet,-6.449,-21.605,-17.371
oboe,4.784,9.917,14.279
flute,-17.439,-14.088,-23.313
trumpet,-6.033,-16.036,-14.222
trumpet,-9.58,-12.654,-22.543
oboe,4.567,10.098,-0.234
oboe,10.882,9.043,5.933
oboe,12.076,11.339,8.332
flute,-23.0,-25.157,-24.236
oboe,8.19,15.073,19.61
oboe,9.106,10.875,9.602
trumpet,-4.326,-18.215,-23.004
oboe,9.953,15.399,19.617
trumpet,-6.144,-16.747,-23.263
oboe,7.325,11.967,10.624
oboe,10.071,10.666,11.341
oboe,15.403,20.754,11.284
oboe,6.308,12.818,17.569
trumpet,-9.826,-7.651,-17.772
oboe,8.23,11.523,11.748
oboe,13.205,13.065,7.652
oboe,7.718,12.319,17.937
oboe,-4.312,9.019,-11.653
flute,-18.544,-16.925,-25.81
oboe,10.766,9.438,4.481
oboe,3.931,12.062,16.641
oboe,7.155,11.583,12.818
oboe,6.732,9.3,10.827
oboe,-8.005,5.659,-1.03
trumpet,-2.731,-14.95,-17.71
oboe,-0.427,7.693,2.516
flute,-25.103,-18.319,-24.19
oboe,13.482,14.614,8.763
flute,-22.295,-19.813,-25.281
oboe,6.747,11.769,17.847
oboe,5.52,9.52,13.77
oboe,14.288,16.149,7.824
oboe,8.103,6.626,17.835
oboe,11.352,9.574,6.974
oboe,14.587,15.881,9.009
flute,-16.265,-16.901,-22.901
trumpet,-10.957,-14.083,-19.479
trumpet,-6.302,-14.898,-23.953
oboe,6.883,11.305,16.473
trumpet,-9.213,-23.256,-25.17
trumpet,-5.275,-16.815,-22.227
oboe,13.386,14.793,9.922
flute,-23.701,-16.363,-24.408
oboe,10.001,9.621,3.511
oboe,14.565,14.414,5.355
trumpet,-5.104,-20.131,-18.403
trumpet,-5.985,-23.305,-21.009
flute,-16.844,-16.641,-24.592
oboe,10.974,10.916,11.053
flute,-17.604,-22.114,-23.167
flute,-23.046,-17.667,-20.35
flute,-21.824,-15.243,-23.185
trumpet,-8.072,-18.705,-16.732
oboe,6.005,12.18,16.682
oboe,12.232,19.17,11.933
trumpet,-5.5,-19.421,-22.681
trumpet,-5.156,-16.783,-15.735
oboe,8.061,12.906,18.687
oboe,12.422,11.725,4.209
oboe,11.779,10.265,7.316
flute,-18.954,-15.879,-24.83
oboe,13.842,17.932,8.863
oboe,0.585,7.121,7.992
oboe,13.515,17.628,12.278
oboe,0.07,8.752,-8.427
trumpet,-7.33,-20.823,-20.775
trumpet,-3.471,-21.932,-20.625
trumpet,-9.855,-22.483,-17.306
oboe,12.6,11.715,5.036
oboe,-4.791,5.213,2.455
flute,-18.239,-20.861,-24.799
oboe,13.198,11.578,7.71
flute,-21.005,-20.986,-23.91
flute,-17.654,-16.937,-25.312
oboe,16.106,21.627,11.456
flute,-16.397,-12.37,-23.486
oboe,14.247,18.699,12.378
oboe,14.293,12.642,7.409
oboe,8.265,11.124,11.684
oboe,14.477,11.416,21.677
oboe,6.748,13.59,18.23
flute,-14.699,-13.601,-20.621
trumpet,-4.817,-16.142,-20.833
trumpet,-7.471,-21.61,-20.248
oboe,8.121,11.514,11.75
oboe,8.014,3.689,3.895
oboe,13.529,14.849,10.089
oboe,12.33,11.434,5.717
trumpet,-11.959,-16.226,-21.787
trumpet,-6.852,-18.825,-17.228
trumpet,-6.117,-8.207,-20.549
oboe,13.019,14.234,9.769
oboe,-6.074,8.997,-6.441
trumpet,-8.268,-25.163,-22.945
trumpet,-5.448,-23.919,-15.764
trumpet,-5.249,-18.966,-19.622
flute,-16.6,-15.283,-20.787
oboe,14.18,13.673,3.769
trumpet,-8.908,-19.148,-24.636
oboe,7.635,11.813,18.369
oboe,6.813,12.708,18.442
trumpet,-9.487,-20.353,-25.766
trumpet,-7.208,-16.256,-24.749
trumpet,-3.597,-18.444,-21.19
oboe,4.23,9.566,-6.762
flute,-15.382,-16.52,-20.33
oboe,7.114,12.211,16.466
oboe,11.657,9.323,6.883
oboe,12.89,10.368,6.742
oboe,7.318,4.893,15.133
trumpet,-5.362,-18.091,-24.891
oboe,-2.974,9.784,-11.23
oboe,5.996,10.263,14.197
oboe,9.917,9.565,9.088
trumpet,-6.97,-21.862,-20.564
oboe,-1.104,1.94,14.825
trumpet,-6.444,-14.467,-23.922
oboe,13.83,22.956,11.485
oboe,13.926,16.153,10.405
trumpet,-14.111,-18.09,-24.388
oboe,13.537,13.279,4.413
trumpet,-5.832,-22.891,-20.478
trumpet,-5.268,-16.546,-20.5
oboe,11.004,9.284,5.253
oboe,14.105,18.012,12.326
oboe,14.154,12.927,6.005
oboe,13.193,10.826,5.833
flute,-20.589,-18.969,-20.36
flute,-23.046,-20.866,-22.757
flute,-20.182,-22.196,-24.611
oboe,14.771,17.303,10.691
flute,-17.011,-17.493,-21.938
oboe,12.421,20.216,12.453
oboe,6.917,11.847,10.109
oboe,3.827,9.666,-14.832
oboe,5.839,9.917,1.23
trumpet,-11.224,-15.395,-18.524
flute,-21.455,-19.448,-23.916
oboe,1.761,12.767,3.387
flute,-17.65,-24.711,-24.959
oboe,6.908,11.096,14.742
oboe,-3.534,4.286,7.644
flute,-17.482,-15.602,-22.029
oboe,-3.893,5.546,4.632
flute,-20.568,-20.374,-21.685
trumpet,-7.379,-18.84,-24.466
oboe,0.188,8.753,1.318
flute,-18.308,-20.047,-23.783
oboe,5.965,11.485,10.561
trumpet,-5.658,-21.805,-19.038
oboe,0.219,3.92,10.17
oboe,6.631,10.604,16.251
flute,-20.802,-19.159,-24.213
trumpet,-5.468,-20.03,-15.464
oboe,10.008,9.229,5.385
trumpet,-7.383,-22.925,-23.977
oboe,5.618,12.103,9.119
trumpet,-13.27,-16.466,-21.724
oboe,-4.6,8.078,-4.135
trumpet,-6.193,-17.371,-22.413
trumpet,-4.142,-19.991,-22.925
trumpet,-4.63,-21.123,-21.811
oboe,7.506,10.746,16.188
oboe,14.056,17.963,11.935
oboe,7.268,4.54,12.262
oboe,13.659,17.516,12.143
flute,-19.627,-16.508,-25.242
oboe,14.732,22.034,11.844
oboe,-1.58,6.391,3.518
oboe,14.576,22.196,12.44
oboe,7.071,11.542,17.77
oboe,5.424,8.534,-11.451
oboe,14.493,16.473,10.773
oboe,3.147,7.58,5.957
oboe,6.918,12.048,16.105
trumpet,-4.809,-17.632,-22.276
trumpet,-4.771,-13.545,-20.755
oboe,14.11,22.384,11.899
trumpet,-4.974,-17.41,-21.4
oboe,-2.969,11.588,1.331
oboe,8.14,11.418,11.363
oboe,8.242,13.696,18.652
oboe,14.269,15.371,9.094
trumpet,-3.491,-15.096,-17.813
flute,-16.541,-12.931,-22.499
flute,-18.377,-16.04,-25.368
oboe,9.353,10.205,10.544
oboe,4.129,7.975,4.757
oboe,6.709,11.553,16.793
oboe,11.071,10.471,10.436
trumpet,-5.556,-24.005,-21.873
trumpet,-5.008,-13.491,-22.992
flute,-19.532,-17.123,-24.393
trumpet,-7.255,-17.171,-22.85
oboe,-3.243,5.992,2.636
oboe,-1.638,11.667,2.059
oboe,7.073,9.875,5.456
oboe,11.564,9.902,6.545
oboe,12.219,16.332,12.424
trumpet,-6.161,-16.735,-22.413
trumpet,-8.638,-19.063,-20.766
oboe,6.887,12.701,16.844
oboe,7.291,10.082,13.432
oboe,7.236,9.692,10.514
oboe,-1.192,5.12,8.126
flute,-17.997,-22.217,-21.454
trumpet,-7.837,-18.284,-22.547
trumpet,-6.982,-22.499,-21.249
flute,-22.15,-20.745,-24.39
oboe,1.65,12.141,-5.363
trumpet,-5.704,-20.027,-15.953
trumpet,-10.376,-12.884,-19.327
oboe,7.108,13.826,19.221
trumpet,-7.107,-16.855,-13.972
oboe,2.783,8.897,-16.014
oboe,6.612,12.478,14.311
oboe,6.056,10.849,7.832
oboe,9.047,11.755,11.521
oboe,6.917,10.452,13.671
flute,-16.273,-14.403,-22.269
flute,-22.904,-19.493,-24.539
flute,-19.59,-17.049,-24.681
trumpet,-6.722,-24.44,-25.913
flute,-22.541,-13.197,-25.409
trumpet,-5.872,-20.404,-20.989
trumpet,-5.297,-15.967,-25.75
oboe,6.748,9.727,-1.223
trumpet,-14.832,-22.753,-21.564
flute,-23.616,-11.955,-19.568
flute,-22.655,-19.72,-23.175
flute,-18.57,-23.954,-22.836
oboe,12.117,11.417,8.254
flute,-16.1,-18.617,-21.549
trumpet,-4.6,-16.51,-19.196
oboe,7.163,11.639,15.313
oboe,7.46,13.873,18.722
oboe,6.736,11.29,15.812
oboe,3.267,7.308,15.346
trumpet,-8.616,-19.856,-19.881
oboe,13.402,19.839,13.354
oboe,7.277,5.448,11.711
flute,-23.169,-13.499,-23.522
oboe,6.899,10.769,15.032
trumpet,-7.364,-18.073,-21.432
trumpet,-3.269,-16.474,-19.721
trumpet,-3.16,-23.207,-17.713
trumpet,-5.817,-17.357,-25.621
oboe,2.659,8.839,-5.786
oboe,7.197,7.489,-1.357
oboe,8.543,8.321,3.784
trumpet,-8.796,-18.379,-18.166
oboe,13.01,17.2,8.499
flute,-19.552,-22.419,-21.803
oboe,14.208,22.123,12.415
flute,-20.836,-23.067,-24.535
flute,-18.739,-14.596,-25.946
oboe,15.223,14.465,22.323
trumpet,-5.467,-24.905,-21.389
trumpet,-4.115,-20.277,-20.244
oboe,7.193,12.04,17.636
oboe,6.39,11.789,9.55
oboe,8.266,8.338,4.006
oboe,6.228,12.103,17.88
oboe,3.104,12.776,5.594
oboe,11.695,12.728,11.364
flute,-23.164,-17.132,-23.841
oboe,6.93,14.24,16.809
trumpet,-7.235,-20.812,-18.015
flute,-14.197,-13.324,-16.573
flute,-13.228,-14.883,-17.246
trumpet,-5.416,-21.599,-24.392
oboe,4.027,11.851,6.324
oboe,12.717,18.742,13.404
trumpet,-2.896,-17.189,-18.076
trumpet,-10.44,-14.362,-18.842
oboe,12.229,18.078,12.071
oboe,6.841,12.778,18.843
flute,-18.845,-16.418,-20.664
oboe,3.009,9.477,-3.285
trumpet,-8.501,-16.298,-19.248
trumpet,-5.922,-21.348,-17.909
oboe,12.132,19.751,12.092
flute,-19.328,-22.41,-22.789
oboe,6.749,11.76,16.443
oboe,14.103,22.31,12.288
flute,-19.117,-21.814,-18.484
trumpet,-9.623,-15.999,-23.482
oboe,12.316,10.588,5.617
oboe,6.834,10.249,15.861
