instrument,harmo1,harmo2,harmo3
trumpet,-6.893,-17.62,-18.63
oboe,14.511,16.491,10.529
oboe,7.576,11.491,11.227
flute,-17.401,-17.77,-21.806
trumpet,-4.846,-16.653,-25.247
trumpet,-3.971,-20.356,-22.494
trumpet,-4.84,-16.162,-17.847
oboe,8.389,7.108,10.197
trumpet,-5.546,-20.473,-20.693
oboe,0.964,9.429,-2.718
trumpet,-20.989,-16.961,-21.678
oboe,14.551,22.14,12.118
oboe,12.462,15.42,11.128
oboe,5.912,11.763,9.701
trumpet,-5.31,-19.317,-19.768
oboe,7.846,9.653,-8.973
trumpet,-4.049,-14.082,-16.938
flute,-20.424,-16.813,-23.414
oboe,9.05,10.881,10.821
trumpet,-4.314,-18.67,-23.392
oboe,-2.254,9.082,-11.008
oboe,-2.98,6.004,2.777
oboe,11.914,11.0,8.708
flute,-18.156,-21.24,-23.253
oboe,7.051,11.495,14.77
trumpet,-5.642,-21.285,-18.547
oboe,7.224,11.722,17.156
oboe,3.582,8.467,3.385
oboe,11.937,10.055,5.11
oboe,6.7,10.871,14.36
trumpet,-6.092,-13.645,-17.432
oboe,3.714,16.017,16.497
oboe,9.295,11.185,11.486
trumpet,-9.569,-16.69,-22.59
trumpet,-9.826,-13.091,-21.218
oboe,13.851,12.751,6.499
flute,-21.439,-14.581,-19.581
oboe,14.38,15.651,9.318
trumpet,-7.516,-20.229,-23.581
oboe,19.014,24.525,14.117
flute,-18.048,-19.27,-22.837
oboe,14.278,23.004,11.545
oboe,7.169,2.831,12.204
oboe,12.906,11.266,1.094
trumpet,-4.501,-21.55,-24.968
oboe,15.415,11.147,22.724
oboe,8.025,5.368,11.553
oboe,11.114,12.092,11.408
oboe,14.026,19.067,13.696
oboe,-3.957,6.734,-0.25
oboe,8.166,10.59,10.539
flute,-17.541,-23.303,-22.755
oboe,13.729,22.95,10.999
oboe,12.033,17.817,12.297
trumpet,-4.439,-18.79,-22.641
oboe,7.499,11.029,15.696
oboe,6.896,11.813,17.803
oboe,-2.479,11.171,2.002
oboe,7.446,11.599,14.153
trumpet,-5.325,-16.798,-25.796
flute,-20.763,-16.95,-22.395
oboe,12.752,21.524,11.445
oboe,7.6,10.998,6.679
trumpet,-4.918,-23.948,-16.207
oboe,-1.617,7.659,0.412
flute,-19.235,-18.68,-25.268
trumpet,-11.092,-14.009,-24.854
oboe,-0.379,9.076,-5.853
trumpet,-6.856,-20.14,-25.216
flute,-16.945,-15.001,-21.432
oboe,7.185,9.711,12.456
oboe,12.253,20.336,12.036
oboe,6.723,11.299,5.578
oboe,7.023,10.865,14.043
oboe,14.416,15.9,6.19
oboe,7.486,13.472,16.741
oboe,10.142,9.35,5.403
trumpet,-9.975,-14.54,-23.412
oboe,11.642,9.889,7.109
oboe,6.817,8.867,15.934
trumpet,-5.306,-18.23,-18.675
oboe,3.751,9.366,-4.464
oboe,6.716,12.385,17.144
trumpet,-9.621,-23.007,-25.866
flute,-14.251,-16.59,-19.035
trumpet,-12.704,-20.089,-15.845
oboe,13.354,12.14,3.792
flute,-22.516,-13.361,-21.136
oboe,8.261,11.828,11.356
flute,-17.519,-20.923,-25.439
trumpet,-4.667,-18.507,-22.866
oboe,7.835,13.595,19.144
trumpet,-5.765,-19.876,-24.35
oboe,8.618,11.262,11.17
oboe,-1.264,1.073,16.042
oboe,10.962,10.83,11.132
flute,-16.664,-13.869,-22.8
trumpet,-3.499,-18.037,-15.022
trumpet,-6.441,-14.67,-21.747
oboe,2.486,12.271,-2.178
oboe,10.444,9.666,5.77
oboe,12.529,19.351,12.038
oboe,5.161,8.555,-2.302
trumpet,-5.671,-16.153,-18.459
flute,-18.561,-17.641,-25.021
trumpet,-6.066,-18.908,-19.991
oboe,9.369,11.398,12.094
trumpet,-8.52,-19.99,-23.33
oboe,7.193,10.593,11.888
oboe,-2.497,4.93,6.154
oboe,13.937,15.601,8.859
oboe,6.712,14.431,17.912
oboe,11.189,9.851,3.196
trumpet,-6.642,-19.894,-19.172
oboe,6.59,12.743,18.273
oboe,19.681,25.639,14.418
trumpet,-5.531,-22.566,-20.006
trumpet,-10.684,-17.365,-22.264
flute,-19.972,-12.714,-24.029
oboe,13.214,12.864,9.268
oboe,8.183,11.598,10.829
flute,-21.472,-15.931,-22.972
oboe,7.154,10.489,13.822
oboe,7.173,10.347,14.743
oboe,12.141,17.98,12.78
oboe,4.488,12.104,6.794
trumpet,-2.3,-15.513,-18.864
trumpet,-7.12,-18.528,-20.096
oboe,6.567,10.76,14.404
oboe,7.172,10.834,13.428
oboe,6.615,13.616,17.861
flute,-22.159,-24.665,-24.101
oboe,12.375,20.21,12.022
oboe,4.162,9.909,-6.686
flute,-13.179,-17.024,-15.633
oboe,7.524,6.224,13.595
flute,-17.3,-15.243,-21.416
trumpet,-6.661,-17.494,-19.811
oboe,6.62,10.474,14.406
oboe,14.533,13.118,6.497
trumpet,-6.07,-24.527,-19.167
oboe,-1.295,9.045,-4.241
oboe,6.896,9.867,13.175
trumpet,-9.189,-16.879,-18.091
oboe,13.812,14.846,7.243
oboe,2.61,12.206,2.135
oboe,13.122,15.085,10.762
trumpet,-5.571,-20.615,-25.153
flute,-13.176,-18.635,-16.056
trumpet,-4.475,-15.683,-20.014
trumpet,-4.711,-24.601,-20.285
oboe,14.34,11.968,5.768
trumpet,-4.533,-14.084,-19.987
oboe,2.445,12.149,-6.847
flute,-15.984,-25.215,-20.199
oboe,6.87,9.795,-0.273
oboe,11.641,11.095,9.283
flute,-20.179,-20.146,-20.081
trumpet,-5.891,-17.503,-19.3
flute,-16.852,-13.56,-23.099
trumpet,-9.365,-12.968,-24.64
flute,-21.834,-18.087,-22.495
trumpet,-9.166,-12.37,-21.974
oboe,12.787,12.969,6.291
trumpet,-6.921,-18.511,-22.029
flute,-17.583,-16.132,-25.534
oboe,7.187,11.86,16.659
oboe,7.979,11.892,11.389
flute,-18.522,-14.47,-24.206
oboe,8.677,11.683,16.433
oboe,13.839,22.167,12.371
oboe,3.471,8.666,2.852
trumpet,-7.375,-18.739,-21.402
oboe,11.974,10.961,7.374
oboe,7.666,4.391,12.42
oboe,-0.615,9.166,-10.611
oboe,7.267,9.963,1.001
oboe,5.459,11.596,9.576
oboe,9.891,9.408,-1.446
oboe,4.231,12.331,5.915
oboe,6.29,14.364,16.528
oboe,17.752,22.414,12.961
oboe,10.255,10.66,12.087
oboe,5.997,12.008,10.222
oboe,7.824,11.724,11.206
flute,-19.271,-22.287,-23.525
flute,-22.29,-19.637,-24.803
oboe,-5.218,8.068,2.734
oboe,10.523,9.51,8.711
flute,-18.587,-24.124,-24.488
oboe,11.873,10.99,6.653
oboe,12.534,10.062,8.722
oboe,12.261,11.498,6.523
oboe,1.015,8.934,-11.94
trumpet,-8.222,-22.927,-22.376
oboe,12.184,20.007,12.479
oboe,13.745,13.656,4.468
oboe,13.876,17.831,12.339
oboe,13.302,17.677,11.905
trumpet,-3.096,-15.27,-17.89
flute,-25.885,-12.471,-24.166
oboe,13.0,14.907,10.834
oboe,6.909,12.011,17.086
flute,-16.637,-20.277,-24.078
trumpet,-7.258,-8.6,-16.977
oboe,14.314,16.275,10.313
oboe,12.395,11.608,6.421
flute,-17.216,-14.288,-21.797
oboe,0.7,8.471,-0.927
oboe,7.022,10.577,14.692
trumpet,-7.534,-19.388,-16.717
oboe,-1.482,8.025,9.649
oboe,10.444,11.092,11.739
oboe,7.145,11.906,15.833
oboe,17.725,22.262,13.117
trumpet,-5.934,-18.853,-17.613
oboe,13.891,16.887,11.877
trumpet,-6.276,-16.946,-14.439
oboe,12.393,18.178,13.563
flute,-19.451,-20.239,-21.385
trumpet,-4.837,-18.697,-24.781
trumpet,-11.344,-16.124,-20.832
oboe,5.272,12.099,8.531
trumpet,-5.776,-21.814,-19.282
trumpet,-6.568,-22.657,-25.844
oboe,4.073,6.085,15.049
oboe,6.613,10.695,14.552
oboe,11.942,10.215,5.177
trumpet,-3.165,-15.363,-20.254
oboe,-3.025,2.035,14.936
flute,-18.245,-23.611,-21.549
oboe,6.905,11.43,17.28
oboe,6.001,9.949,14.759
oboe,6.782,11.919,17.62
flute,-14.651,-14.754,-21.059
trumpet,-4.015,-15.205,-21.983
oboe,7.56,12.074,16.142
trumpet,-4.391,-14.025,-15.551
trumpet,-7.723,-18.984,-20.442
oboe,4.645,8.98,-3.889
flute,-20.734,-17.988,-25.629
trumpet,-4.998,-15.98,-17.866
trumpet,-6.233,-21.715,-18.525
oboe,-2.561,9.423,-6.286
oboe,11.363,12.055,10.795
flute,-16.432,-14.348,-22.847
trumpet,-6.004,-19.94,-18.681
trumpet,-3.869,-22.284,-21.099
oboe,1.194,1.267,16.322
oboe,13.196,15.213,11.009
oboe,13.537,10.868,5.363
flute,-20.669,-16.65,-23.224
trumpet,-2.892,-14.68,-17.057
trumpet,-6.145,-22.281,-23.463
flute,-16.781,-17.755,-24.245
oboe,10.746,10.378,3.786
oboe,12.604,21.189,12.257
oboe,7.337,14.339,16.972
oboe,6.561,11.156,14.273
oboe,-2.889,9.084,8.059
trumpet,-11.191,-13.885,-24.349
oboe,7.412,10.829,11.803
oboe,13.698,17.914,12.142
trumpet,-6.11,-14.141,-23.187
oboe,12.515,10.567,3.134
trumpet,-3.588,-22.168,-19.405
oboe,12.883,15.213,10.887
oboe,5.893,9.314,14.258
oboe,5.257,9.966,0.192
trumpet,-16.19,-18.784,-24.6
oboe,12.41,17.114,13.165
oboe,5.926,0.176,13.196
oboe,10.262,9.308,5.48
trumpet,-16.537,-15.218,-25.801
oboe,11.782,18.209,11.346
flute,-17.018,-19.223,-23.519
oboe,16.429,21.614,11.29
trumpet,-6.259,-21.824,-20.554
trumpet,-15.162,-14.553,-20.633
trumpet,-6.274,-18.141,-19.001
oboe,7.61,12.999,15.532
oboe,14.879,18.757,13.03
oboe,3.399,12.172,5.445
oboe,4.28,8.788,2.672
oboe,14.73,17.447,10.687
trumpet,-6.438,-14.664,-22.437
flute,-21.44,-25.582,-24.404
trumpet,-12.372,-23.273,-22.551
oboe,10.427,9.581,5.646
oboe,7.974,10.421,8.434
oboe,12.854,17.815,9.333
flute,-22.566,-20.719,-22.127
trumpet,-4.801,-23.105,-21.628
oboe,7.589,7.918,14.847
flute,-23.357,-15.812,-25.767
oboe,7.642,4.412,9.295
trumpet,-6.349,-24.399,-24.091
trumpet,-6.366,-20.199,-18.723
oboe,-4.021,11.042,0.603
oboe,4.671,17.635,16.535
oboe,-2.746,9.261,8.149
flute,-18.076,-20.001,-23.423
oboe,6.887,13.309,17.635
oboe,12.991,13.88,9.713
oboe,-0.849,4.77,8.063
trumpet,-5.158,-17.358,-20.344
oboe,10.562,10.329,10.708
oboe,13.193,10.937,1.64
trumpet,-9.84,-22.463,-18.633
oboe,12.229,16.307,12.374
oboe,10.546,7.866,5.175
oboe,14.481,12.461,6.01
flute,-13.578,-14.836,-22.351
flute,-17.219,-22.538,-22.18
oboe,7.001,10.338,13.501
oboe,13.679,13.881,6.014
oboe,6.366,5.63,13.892
oboe,6.724,12.691,18.647
oboe,7.141,10.621,13.487
trumpet,-9.442,-2.829,-20.3
flute,-22.659,-15.871,-20.752
flute,-15.732,-16.056,-25.853
oboe,3.304,8.516,1.762
flute,-16.96,-24.636,-23.032
oboe,7.694,10.899,7.811
trumpet,-7.358,-19.739,-20.104
oboe,5.947,10.145,2.505
oboe,14.542,16.364,10.132
trumpet,-6.765,-16.665,-20.572
flute,-15.434,-14.433,-17.924
flute,-16.383,-13.957,-25.771
trumpet,-11.902,-13.359,-18.551
oboe,6.397,11.504,14.195
trumpet,-9.68,-16.102,-19.775
oboe,7.061,11.495,16.415
oboe,6.969,11.962,18.199
oboe,7.542,7.437,14.28
oboe,7.215,12.079,16.74
trumpet,-4.68,-21.867,-21.956
oboe,13.885,17.269,11.92
oboe,4.301,12.243,7.078
trumpet,-7.15,-18.442,-21.351
oboe,14.018,16.3,10.445
trumpet,-10.087,-16.684,-20.045
oboe,-0.906,8.805,-1.965
oboe,12.858,15.776,11.68
oboe,7.156,12.329,17.171
trumpet,-8.323,-15.891,-19.631
oboe,7.434,2.868,13.058
flute,-17.823,-22.998,-23.093
trumpet,-5.936,-17.136,-22.384
oboe,9.328,13.805,19.039
oboe,14.123,13.76,8.619
flute,-20.622,-20.114,-23.552
oboe,12.507,19.718,12.418
oboe,13.918,11.343,6.736
oboe,5.489,11.814,8.846
trumpet,-4.486,-22.733,-20.823
oboe,4.471,10.042,-2.038
oboe,14.376,22.743,11.937
oboe,7.969,5.882,10.873
oboe,5.957,12.884,7.243
oboe,7.737,7.943,10.948
oboe,8.842,5.537,8.168
oboe,11.916,10.798,7.146
oboe,13.026,21.899,10.098
trumpet,-9.855,-20.245,-23.856
oboe,13.118,11.119,5.459
trumpet,-11.049,-22.29,-25.039
oboe,1.586,8.741,1.381
flute,-16.883,-16.509,-25.071
trumpet,-3.387,-22.339,-18.328
trumpet,-10.089,-14.854,-21.693
trumpet,-7.501,-22.883,-22.453
flute,-17.311,-15.782,-23.951
flute,-22.626,-13.098,-18.58
oboe,5.37,9.09,14.522
trumpet,-7.878,-20.933,-25.379
oboe,5.483,10.621,1.016
trumpet,-5.711,-17.815,-13.632
flute,-15.5,-13.546,-17.074
flute,-21.136,-15.935,-23.731
flute,-21.922,-25.413,-25.488
trumpet,-8.243,-19.002,-21.636
oboe,7.322,10.708,12.864
trumpet,-6.088,-16.398,-24.734
trumpet,-5.086,-19.659,-16.765
flute,-18.731,-22.571,-21.421
oboe,3.732,7.092,15.07
oboe,8.863,10.855,12.1
oboe,-3.457,7.574,-0.019
oboe,14.069,16.958,9.578
trumpet,-8.021,-21.827,-20.57
oboe,6.122,12.06,17.077
trumpet,-5.804,-19.739,-19.173
oboe,13.97,16.205,10.02
oboe,-0.124,9.224,-5.632
oboe,7.167,13.556,18.993
oboe,14.526,17.386,11.905
flute,-18.24,-23.424,-25.516
oboe,-7.808,6.893,-5.016
oboe,7.345,10.82,17.076
trumpet,-6.241,-21.455,-23.282
trumpet,-5.811,-25.966,-21.861
oboe,7.716,8.6,12.052
oboe,7.562,7.656,12.113
flute,-22.139,-24.101,-25.378
trumpet,-7.204,-20.685,-20.073
trumpet,-9.146,-23.299,-24.593
oboe,14.431,16.143,9.697
oboe,2.196,9.083,-1.961
trumpet,-3.234,-16.883,-20.653
oboe,8.683,11.233,11.195
oboe,13.992,11.805,6.461
oboe,8.986,11.722,11.11
flute,-17.892,-21.669,-23.986
oboe,14.284,13.081,7.641
oboe,6.693,11.238,14.685
trumpet,-5.768,-14.871,-23.94
oboe,5.5,9.423,-1.899
trumpet,-11.511,-23.552,-23.984
oboe,15.77,21.751,11.67
oboe,10.804,10.666,10.083
oboe,4.71,12.803,3.226
oboe,5.681,8.308,-1.93
oboe,14.226,13.428,6.933
oboe,6.996,11.663,16.032
flute,-21.576,-17.459,-22.434
trumpet,-7.222,-16.289,-24.879
trumpet,-2.793,-13.268,-19.079
oboe,13.149,12.258,8.342
oboe,7.258,11.896,17.237
oboe,8.605,7.307,8.965
oboe,0.682,8.161,-12.55
trumpet,-5.261,-13.657,-24.219
trumpet,-4.784,-20.166,-18.073
oboe,10.64,10.808,11.211
trumpet,-6.663,-17.111,-14.816
oboe,6.639,14.532,17.043
flute,-21.653,-18.802,-24.54
oboe,2.828,8.698,-3.608
flute,-22.628,-12.905,-19.663
trumpet,-6.166,-11.056,-20.917
oboe,13.145,18.491,9.971
oboe,18.509,23.537,14.191
trumpet,-12.135,-16.926,-21.67
oboe,15.042,11.943,22.356
oboe,13.313,13.132,7.067
oboe,12.498,11.879,8.23
flute,-18.042,-18.49,-25.286
flute,-21.765,-16.042,-22.642
oboe,7.008,10.522,13.62
flute,-16.164,-14.504,-22.734
trumpet,-4.999,-22.644,-20.679
trumpet,-5.467,-17.475,-21.866
trumpet,-5.901,-20.991,-21.343
flute,-19.433,-21.326,-20.589
oboe,6.804,10.702,16.813
oboe,14.779,12.538,6.634
oboe,13.303,9.817,5.711
oboe,6.433,11.791,9.63
oboe,13.688,21.862,12.566
flute,-19.939,-22.654,-21.687
oboe,10.18,9.901,10.359
flute,-20.362,-21.608,-23.154
flute,-16.083,-15.929,-25.965
oboe,6.818,13.05,18.148
oboe,12.354,15.375,11.802
oboe,5.428,8.286,3.802
oboe,4.629,9.004,-13.924
flute,-19.154,-17.955,-26.002
flute,-21.475,-20.528,-24.52
oboe,12.886,12.725,8.18
oboe,5.223,9.394,0.516
oboe,9.074,9.339,3.802
trumpet,-5.502,-24.049,-19.774
trumpet,-6.97,-16.738,-23.089
trumpet,-5.628,-22.298,-23.009
oboe,7.266,10.562,13.629
flute,-21.16,-21.394,-24.728
flute,-17.461,-13.917,-24.832
oboe,8.324,11.019,12.198
flute,-18.127,-16.352,-23.926
oboe,10.734,9.94,10.221
oboe,-7.824,4.439,3.765
oboe,7.931,8.896,-4.298
trumpet,-4.132,-19.287,-20.43
oboe,6.11,10.11,14.22
flute,-16.928,-24.458,-24.379
oboe,-2.233,6.839,11.767
flute,-20.962,-16.548,-23.116
oboe,4.517,-0.018,14.949
oboe,6.404,9.507,-1.263
oboe,13.152,17.45,12.382
oboe,13.138,15.123,11.188
trumpet,-6.738,-20.178,-22.688
oboe,-0.273,9.67,-8.596
trumpet,-8.326,-17.957,-22.67
flute,-18.795,-19.487,-21.677
oboe,-2.404,7.536,-1.087
oboe,7.012,9.093,3.5
oboe,10.042,11.392,11.569
flute,-22.95,-14.849,-24.537
oboe,1.213,9.216,-11.808
oboe,12.79,12.607,7.672
flute,-20.447,-17.404,-22.646
oboe,13.241,18.75,12.744
flute,-18.972,-16.526,-24.2
trumpet,-4.109,-20.737,-20.873
flute,-13.68,-16.501,-23.401
oboe,11.927,17.909,11.22
oboe,13.03,10.989,3.925
flute,-15.803,-21.844,-21.878
oboe,6.798,11.889,17.83
trumpet,-4.664,-17.593,-24.23
oboe,13.725,15.776,8.215
oboe,7.699,11.92,10.974
oboe,8.611,-3.874,8.27
trumpet,-11.007,-25.468,-23.12
trumpet,-6.455,-24.585,-20.427
oboe,6.498,10.596,13.259
oboe,6.533,9.686,14.181
oboe,8.39,-0.246,9.383
oboe,4.771,17.013,18.214
oboe,-0.932,9.503,-9.759
oboe,6.766,10.177,15.204
flute,-18.777,-17.56,-22.574
flute,-15.23,-14.226,-24.629
trumpet,-14.745,-17.44,-23.875
oboe,11.512,10.74,9.538
oboe,12.575,11.858,5.32
trumpet,-7.347,-5.977,-22.853
trumpet,-4.943,-20.959,-21.874
oboe,14.567,13.484,5.01
flute,-15.741,-14.733,-24.291
trumpet,-3.439,-17.154,-20.598
trumpet,-8.588,-16.345,-25.446
oboe,7.546,10.727,10.494
oboe,13.359,13.608,9.774
oboe,0.648,7.833,0.193
oboe,-5.728,6.488,3.697
trumpet,-4.086,-19.076,-18.166
trumpet,-5.612,-22.785,-19.24
oboe,-0.713,0.656,15.22
oboe,13.983,15.711,5.82
oboe,12.437,15.301,20.73
oboe,6.61,14.391,17.18
trumpet,-5.715,-24.595,-20.964
flute,-17.489,-24.033,-25.129
oboe,5.172,-3.374,15.322
flute,-19.165,-19.382,-25.736
oboe,4.643,12.623,5.498
flute,-17.882,-14.867,-25.755
oboe,8.978,13.82,18.871
oboe,13.002,17.599,9.339
trumpet,-10.533,-17.75,-21.847
trumpet,-4.587,-24.547,-21.185
oboe,14.436,13.195,8.0
oboe,12.769,22.098,10.64
trumpet,-6.49,-20.056,-17.981
flute,-17.998,-18.625,-24.161
trumpet,-6.272,-17.513,-16.035
trumpet,-6.361,-17.739,-24.637
oboe,4.299,12.096,5.589
trumpet,-3.181,-20.519,-17.525
oboe,7.875,10.233,9.892
trumpet,-4.539,-21.166,-20.562
oboe,6.512,12.035,9.873
oboe,12.813,12.06,5.376
flute,-23.165,-18.367,-25.387
oboe,8.325,11.534,10.856
trumpet,-8.098,-18.657,-16.093
oboe,10.26,9.067,0.632
oboe,7.839,11.144,11.298
flute,-18.251,-19.256,-25.727
oboe,13.419,11.508,7.837
oboe,6.057,11.603,10.277
oboe,-1.449,9.376,-2.526
oboe,3.228,7.428,15.373
oboe,-0.234,9.314,-7.128
flute,-20.449,-23.829,-24.123
flute,-15.562,-12.865,-24.73
oboe,13.236,12.033,8.024
oboe,6.997,10.643,13.745
flute,-21.093,-17.101,-24.61
trumpet,-4.429,-25.506,-20.881
oboe,14.493,13.555,6.938
oboe,13.841,17.977,12.164
flute,-16.275,-13.514,-25.536
trumpet,-5.37,-24.365,-23.626
flute,-20.442,-20.259,-21.855
flute,-21.071,-18.561,-20.632
oboe,12.155,9.645,4.153
oboe,4.028,11.83,5.354
oboe,6.298,10.113,14.124
oboe,2.007,9.521,-9.209
flute,-16.894,-17.932,-22.231
trumpet,-6.59,-15.949,-22.236
trumpet,-11.04,-15.99,-20.994
oboe,6.683,13.18,17.315
trumpet,-5.92,-22.023,-21.11
oboe,6.567,11.871,10.446
oboe,13.164,12.709,9.716
oboe,14.177,15.39,6.687
trumpet,-9.002,-18.784,-20.507
oboe,1.111,1.508,16.127
oboe,-2.313,6.718,5.683
oboe,6.482,10.469,16.663
oboe,-3.457,6.308,3.166
oboe,4.159,16.283,16.842
flute,-20.231,-20.162,-25.397
oboe,0.783,1.612,16.434
oboe,5.987,0.437,14.355
flute,-16.775,-18.072,-23.001
oboe,12.247,10.161,5.286
oboe,-3.736,6.647,0.533
oboe,13.898,22.816,12.172
oboe,-2.364,10.689,-0.325
oboe,7.361,10.663,14.67
oboe,13.487,15.06,9.185
oboe,7.713,13.597,18.652
oboe,0.363,2.409,15.751
oboe,13.98,17.064,10.119
oboe,12.734,11.865,4.991
oboe,7.309,12.48,16.885
trumpet,-3.284,-15.367,-18.246
oboe,6.638,10.41,13.479
trumpet,-17.149,-15.045,-22.413
oboe,14.098,14.784,6.88
trumpet,-10.659,-19.194,-21.741
trumpet,-7.262,-11.539,-15.185
oboe,13.211,12.653,4.508
trumpet,-7.453,-16.39,-24.178
flute,-17.431,-16.054,-24.48
oboe,9.612,8.397,5.257
oboe,11.535,10.558,7.496
oboe,14.378,17.067,10.132
trumpet,-10.217,-9.367,-18.423
oboe,3.523,12.185,5.746
trumpet,-7.335,-22.981,-20.972
flute,-20.799,-17.591,-19.71
trumpet,-4.194,-18.774,-23.187
trumpet,-6.784,-18.19,-21.893
oboe,11.914,17.825,12.075
oboe,8.833,13.224,18.829
flute,-19.833,-22.505,-22.41
oboe,11.77,11.043,8.414
oboe,-2.127,1.966,14.363
flute,-20.196,-15.18,-24.883
oboe,-0.842,7.591,4.137
flute,-24.17,-17.141,-25.974
trumpet,-9.44,-17.863,-16.522
trumpet,-4.608,-18.067,-25.911
trumpet,-5.521,-21.533,-17.96
oboe,12.924,15.124,11.219
trumpet,-4.229,-13.13,-16.625
oboe,6.047,9.418,14.874
flute,-18.317,-22.952,-20.675
oboe,14.161,21.859,12.641
trumpet,-12.02,-15.077,-19.887
oboe,10.763,9.336,3.425
oboe,13.02,13.25,9.288
trumpet,-4.666,-15.134,-24.5
oboe,14.228,22.723,11.826
flute,-19.001,-23.199,-22.499
oboe,10.311,9.731,4.511
trumpet,-5.54,-18.251,-13.908
oboe,15.865,21.304,12.146
trumpet,-3.872,-14.374,-16.209
oboe,17.888,22.536,13.181
oboe,7.953,11.867,10.567
oboe,7.254,11.435,14.52
trumpet,-6.718,-15.948,-18.953
oboe,2.606,8.975,-1.271
trumpet,-10.488,-23.345,-25.668
oboe,13.857,11.963,6.008
trumpet,-4.913,-21.505,-18.089
oboe,7.04,8.552,-0.057
trumpet,-5.181,-22.703,-20.868
flute,-18.036,-23.076,-22.958
flute,-20.288,-25.139,-23.185
trumpet,-5.817,-22.861,-19.508
trumpet,-5.757,-21.095,-20.263
trumpet,-3.568,-22.424,-18.791
oboe,13.349,11.024,5.748
trumpet,-5.267,-25.726,-20.956
flute,-17.646,-14.386,-24.732
trumpet,-8.639,-16.747,-16.545
oboe,1.698,8.037,1.445
oboe,14.373,21.713,12.164
oboe,12.673,21.243,11.915
oboe,2.883,9.573,-5.422
oboe,12.625,12.482,10.011
trumpet,-4.693,-17.896,-17.641
flute,-23.276,-17.897,-21.262
oboe,7.185,13.359,17.178
flute,-15.791,-20.817,-22.225
oboe,15.82,21.161,12.07
oboe,-2.786,9.67,6.743
oboe,8.908,11.11,12.056
oboe,5.016,9.569,-9.853
oboe,0.234,9.648,-10.585
oboe,5.569,9.281,14.307
flute,-24.443,-20.958,-21.776
oboe,7.841,11.648,11.013
oboe,7.458,10.198,13.005
trumpet,-7.991,-18.781,-22.967
oboe,7.381,7.32,14.636
trumpet,-6.469,-17.577,-21.315
trumpet,-5.691,-17.946,-25.491
oboe,8.873,8.586,3.671
flute,-18.418,-20.894,-24.308
trumpet,-6.734,-17.854,-19.021
trumpet,-9.222,-16.554,-22.638
trumpet,-6.649,-22.025,-22.163
oboe,7.367,14.283,19.281
flute,-23.631,-13.044,-25.659
oboe,8.308,7.256,10.919
oboe,14.603,17.185,11.193
flute,-17.024,-13.957,-21.724
trumpet,-6.257,-24.846,-22.494
oboe,10.243,8.169,4.162
flute,-13.595,-17.378,-18.14
flute,-17.63,-21.127,-25.721
oboe,14.308,16.029,7.534
oboe,13.653,12.666,2.467
oboe,9.548,14.005,20.131
oboe,4.302,9.913,-3.831
oboe,3.076,9.377,-14.855
trumpet,-8.555,-23.422,-21.047
trumpet,-7.463,-18.297,-20.662
oboe,14.003,22.199,12.39
trumpet,-7.062,-17.213,-21.773
oboe,12.49,20.236,12.206
flute,-22.823,-13.443,-21.048
trumpet,-3.885,-19.798,-21.385
oboe,5.259,-3.862,15.997
oboe,11.363,10.578,6.056
trumpet,-7.188,-16.532,-24.61
oboe,3.886,9.27,-10.034
trumpet,-8.562,-18.543,-23.287
flute,-22.129,-16.582,-24.069
trumpet,-5.338,-21.556,-19.047
trumpet,-3.715,-17.509,-24.719
oboe,6.981,8.704,15.244
trumpet,-7.357,-16.984,-24.89
oboe,12.531,18.114,9.84
trumpet,-6.817,-17.392,-22.639
oboe,7.145,12.13,16.643
flute,-18.239,-18.381,-22.333
oboe,6.662,11.837,10.06
flute,-17.86,-18.01,-25.222
flute,-14.865,-14.065,-15.832
trumpet,-6.56,-19.579,-17.329
oboe,7.289,10.612,14.272
oboe,13.007,18.033,10.333
trumpet,-7.587,-22.854,-16.86
oboe,9.257,14.755,20.041
oboe,6.565,14.608,17.435
oboe,7.003,7.987,13.651
trumpet,-3.852,-21.634,-19.687
oboe,3.664,7.289,14.493
oboe,14.095,15.459,6.373
oboe,13.519,12.825,4.304
oboe,13.549,17.499,11.803
trumpet,-5.49,-22.616,-19.767
oboe,3.78,8.649,-12.447
flute,-14.353,-13.052,-23.473
trumpet,-7.387,-22.61,-24.967
oboe,7.36,4.846,12.313
oboe,13.992,16.334,6.438
oboe,12.436,15.967,12.339
oboe,5.849,9.679,4.091
oboe,1.831,8.044,1.11
trumpet,-5.578,-17.249,-21.91
trumpet,-6.36,-17.744,-20.373
flute,-17.383,-22.73,-22.57
oboe,-3.058,7.511,10.433
trumpet,-4.007,-16.341,-21.23
oboe,17.793,22.671,13.253
trumpet,-7.859,-16.39,-20.872
trumpet,-6.537,-18.441,-12.45
oboe,6.914,10.693,14.167
oboe,6.867,11.683,9.954
flute,-19.381,-16.278,-25.247
oboe,18.106,23.043,13.808
flute,-18.096,-14.545,-24.709
trumpet,-7.0,-21.175,-19.746
oboe,12.474,12.231,7.53
trumpet,-5.485,-14.518,-24.668
oboe,13.707,12.44,5.642
flute,-14.954,-14.821,-20.972
trumpet,-9.464,-14.738,-24.202
oboe,-0.418,11.207,-3.685
trumpet,-5.635,-16.282,-20.89
oboe,14.006,16.139,6.756
oboe,14.176,15.472,5.4
